,Condition,genes,Method,replicate,Step,time_s,mem_gb
861,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,31,Dating,13.02,0.03244
862,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,32,Branch length estimation,28.48,0.26066
863,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,32,Dating,12.11,0.030432
864,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,33,Branch length estimation,27.5,0.262188
865,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,33,Dating,10.11,0.030964
866,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,34,Branch length estimation,31.39,0.260764
867,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,34,Dating,14.77,0.031644
868,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,35,Branch length estimation,23.34,0.260748
869,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,35,Dating,15.18,0.029872
870,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,36,Branch length estimation,26.93,0.262156
871,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,36,Dating,12.97,0.034024
872,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,37,Branch length estimation,23.05,0.262176
873,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,37,Dating,14.67,0.031652
874,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,38,Branch length estimation,30.28,0.262108
875,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,38,Dating,16.15,0.031432
876,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,39,Branch length estimation,27.31,0.26076
877,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,39,Dating,15.09,0.030924
878,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,40,Branch length estimation,152.85,0.260736
879,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,40,Dating,15.39,0.03092
880,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,41,Branch length estimation,32.44,0.26218
881,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,41,Dating,14.64,0.031384
882,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,42,Branch length estimation,35.86,0.262172
883,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,42,Dating,14.03,0.032704
884,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,43,Branch length estimation,32.25,0.26218
885,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,43,Dating,17.23,0.033168
886,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,44,Branch length estimation,29.32,0.262196
887,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,44,Dating,19.68,0.030908
888,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,45,Branch length estimation,28.89,0.260648
889,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,45,Dating,13.01,0.031912
890,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,46,Branch length estimation,28.03,0.262188
891,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,46,Dating,13.94,0.032744
892,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,47,Branch length estimation,28.93,0.260756
893,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,47,Dating,15.52,0.031388
894,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,48,Branch length estimation,38.17,0.262116
895,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,48,Dating,9.68,0.031496
896,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,49,Branch length estimation,27.56,0.260704
897,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,49,Dating,20.27,0.03178
898,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,50,Branch length estimation,29.89,0.262192
899,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,50,Dating,15.09,0.032964
900,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,1,Branch length estimation,11.23,0.131424
901,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,1,Dating,15.33,0.033272
902,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,2,Branch length estimation,9.44,0.132156
903,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,2,Dating,15.47,0.030592
904,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,3,Branch length estimation,11.27,0.131424
905,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,3,Dating,14.56,0.032176
906,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,4,Branch length estimation,10.96,0.132156
907,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,4,Dating,15.63,0.030664
908,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,5,Branch length estimation,10.97,0.131436
909,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,5,Dating,15.03,0.030116
910,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,6,Branch length estimation,9.95,0.132144
911,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,6,Dating,15.67,0.029604
912,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,7,Branch length estimation,12.94,0.131432
913,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,7,Dating,14.06,0.0329
914,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,8,Branch length estimation,12.75,0.13138
915,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,8,Dating,15.64,0.029344
916,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,9,Branch length estimation,9.55,0.132156
917,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,9,Dating,14.52,0.031228
918,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,10,Branch length estimation,13.0,0.131444
919,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,10,Dating,14.17,0.033172
920,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,11,Branch length estimation,10.87,0.13144
921,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,11,Dating,15.73,0.033496
922,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,12,Branch length estimation,10.6,0.131432
923,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,12,Dating,14.38,0.03112
924,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,13,Branch length estimation,10.06,0.131436
925,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,13,Dating,15.7,0.032176
926,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,14,Branch length estimation,11.42,0.131428
927,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,14,Dating,15.43,0.033492
928,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,15,Branch length estimation,10.18,0.13144
929,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,15,Dating,15.53,0.033496
930,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,16,Branch length estimation,12.37,0.13216
931,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,16,Dating,16.09,0.033712
932,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,17,Branch length estimation,9.91,0.131424
933,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,17,Dating,12.19,0.033756
934,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,18,Branch length estimation,10.08,0.131444
935,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,18,Dating,15.09,0.030136
936,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,19,Branch length estimation,10.34,0.131416
937,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,19,Dating,15.67,0.031452
938,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,20,Branch length estimation,10.82,0.132156
939,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,20,Dating,15.74,0.032968
940,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,21,Branch length estimation,12.93,0.131416
941,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,21,Dating,18.79,0.032832
942,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,22,Branch length estimation,10.68,0.131416
943,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,22,Dating,14.77,0.036732
944,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,23,Branch length estimation,9.81,0.131436
945,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,23,Dating,14.65,0.03626
946,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,24,Branch length estimation,11.67,0.132152
947,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,24,Dating,14.17,0.034024
948,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,25,Branch length estimation,12.43,0.131424
949,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,25,Dating,13.9,0.02934
950,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,26,Branch length estimation,13.12,0.132164
951,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,26,Dating,15.25,0.033496
952,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,27,Branch length estimation,11.33,0.131432
953,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,27,Dating,14.58,0.030132
954,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,28,Branch length estimation,10.13,0.13144
955,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,28,Dating,14.9,0.03274
956,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,29,Branch length estimation,11.05,0.131436
957,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,29,Dating,14.91,0.031648
958,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,30,Branch length estimation,10.2,0.132144
959,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,30,Dating,15.09,0.03066
960,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,31,Branch length estimation,12.58,0.132152
961,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,31,Dating,13.77,0.029604
962,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,32,Branch length estimation,10.8,0.132108
963,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,32,Dating,11.84,0.031648
964,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,33,Branch length estimation,10.13,0.132156
965,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,33,Dating,10.75,0.031228
966,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,34,Branch length estimation,11.14,0.131444
967,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,34,Dating,15.03,0.031688
968,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,35,Branch length estimation,9.57,0.131432
969,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,35,Dating,15.51,0.031716
970,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,36,Branch length estimation,11.2,0.131424
971,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,36,Dating,14.84,0.033232
972,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,37,Branch length estimation,9.91,0.131428
973,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,37,Dating,14.85,0.033692
974,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,38,Branch length estimation,12.19,0.131404
975,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,38,Dating,18.22,0.033364
976,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,39,Branch length estimation,10.49,0.131436
977,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,39,Dating,15.66,0.030132
978,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,40,Branch length estimation,14.2,0.131432
979,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,40,Dating,16.38,0.03116
980,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,41,Branch length estimation,13.23,0.132152
981,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,41,Dating,15.33,0.029908
982,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,42,Branch length estimation,14.52,0.132152
983,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,42,Dating,16.38,0.03138
984,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,43,Branch length estimation,14.84,0.131464
985,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,43,Dating,15.18,0.029988
986,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,44,Branch length estimation,11.69,0.131436
987,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,44,Dating,16.56,0.0304
988,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,45,Branch length estimation,11.68,0.131388
989,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,45,Dating,13.71,0.03244
990,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,46,Branch length estimation,10.55,0.131432
991,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,46,Dating,16.26,0.033232
992,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,47,Branch length estimation,11.72,0.13144
993,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,47,Dating,14.15,0.032648
994,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,48,Branch length estimation,10.85,0.131408
995,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,48,Dating,14.59,0.03218
996,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,49,Branch length estimation,11.19,0.132132
997,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,49,Dating,21.95,0.032648
998,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,50,Branch length estimation,11.83,0.13144
999,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,50,Dating,15.45,0.033728
1000,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,1,Branch length estimation,2.6,0.053904
1001,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,1,Dating,16.6,0.033756
1002,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,2,Branch length estimation,2.26,0.053868
1003,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,2,Dating,15.05,0.031492
1004,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,3,Branch length estimation,2.61,0.053872
1005,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,3,Dating,14.89,0.030964
1006,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,4,Branch length estimation,3.5,0.053876
1007,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,4,Dating,14.57,0.033008
1008,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,5,Branch length estimation,2.55,0.053876
1009,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,5,Dating,15.63,0.031912
1010,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,6,Branch length estimation,2.26,0.053872
1011,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,6,Dating,11.84,0.031184
1012,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,7,Branch length estimation,2.55,0.053872
1013,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,7,Dating,14.34,0.033228
1014,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,8,Branch length estimation,2.9,0.053856
1015,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,8,Dating,16.16,0.03172
1016,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,9,Branch length estimation,2.22,0.05388
1017,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,9,Dating,15.95,0.029868
1018,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,10,Branch length estimation,3.08,0.053912
1019,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,10,Dating,14.9,0.031452
1020,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,11,Branch length estimation,2.48,0.05388
1021,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,11,Dating,14.07,0.030132
1022,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,12,Branch length estimation,2.46,0.05388
1023,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,12,Dating,14.58,0.031912
1024,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,13,Branch length estimation,2.36,0.053876
1025,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,13,Dating,16.71,0.033492
1026,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,14,Branch length estimation,2.63,0.053876
1027,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,14,Dating,16.1,0.029868
1028,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,15,Branch length estimation,2.45,0.053876
1029,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,15,Dating,14.56,0.032176
1030,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,16,Branch length estimation,2.91,0.05388
1031,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,16,Dating,14.2,0.030172
1032,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,17,Branch length estimation,2.35,0.053872
1033,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,17,Dating,14.65,0.02938
1034,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,18,Branch length estimation,3.19,0.05388
1035,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,18,Dating,14.81,0.029604
1036,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,19,Branch length estimation,2.39,0.0539
1037,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,19,Dating,16.52,0.031648
1038,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,20,Branch length estimation,2.51,0.053876
1039,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,20,Dating,14.32,0.030924
1040,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,21,Branch length estimation,3.06,0.053868
1041,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,21,Dating,20.37,0.033756
1042,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,22,Branch length estimation,2.54,0.053868
1043,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,22,Dating,13.71,0.031952
1044,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,23,Branch length estimation,2.3,0.053872
1045,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,23,Dating,15.56,0.032172
1046,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,24,Branch length estimation,2.69,0.05388
1047,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,24,Dating,16.74,0.031912
1048,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,25,Branch length estimation,2.98,0.053872
1049,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,25,Dating,15.4,0.033796
1050,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,26,Branch length estimation,3.01,0.053884
1051,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,26,Dating,15.54,0.031912
1052,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,27,Branch length estimation,2.67,0.053876
1053,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,27,Dating,15.92,0.030132
1054,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,28,Branch length estimation,2.36,0.053876
1055,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,28,Dating,15.94,0.030656
1056,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,29,Branch length estimation,2.58,0.053912
1057,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,29,Dating,15.12,0.030396
1058,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,30,Branch length estimation,3.17,0.053872
1059,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,30,Dating,14.47,0.03244
1060,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,31,Branch length estimation,2.89,0.053876
1061,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,31,Dating,14.51,0.031116
1062,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,32,Branch length estimation,2.5,0.05386
1063,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,32,Dating,13.33,0.036576
1064,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,33,Branch length estimation,2.38,0.053876
1065,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,33,Dating,16.27,0.03066
1066,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,34,Branch length estimation,2.67,0.053884
1067,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,34,Dating,12.97,0.032172
1068,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,35,Branch length estimation,2.29,0.05388
1069,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,35,Dating,15.32,0.0296
1070,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,36,Branch length estimation,2.57,0.053872
1071,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,36,Dating,15.15,0.030172
1072,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,37,Branch length estimation,2.27,0.053872
1073,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,37,Dating,14.3,0.031424
1074,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,38,Branch length estimation,2.82,0.053864
1075,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,38,Dating,15.83,0.034032
1076,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,39,Branch length estimation,2.5,0.053912
1077,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,39,Dating,16.26,0.0307
1078,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,40,Branch length estimation,3.32,0.053876
1079,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,40,Dating,13.33,0.03066
1080,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,41,Branch length estimation,2.94,0.053876
1081,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,41,Dating,16.6,0.033164
1082,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,42,Branch length estimation,3.27,0.05388
1083,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,42,Dating,13.5,0.033492
1084,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,43,Branch length estimation,2.94,0.053876
1085,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,43,Dating,14.84,0.032704
1086,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,44,Branch length estimation,2.69,0.05388
1087,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,44,Dating,15.75,0.031388
1088,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,45,Branch length estimation,2.7,0.053852
1089,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,45,Dating,13.99,0.034748
